Date,Actual,Forecast
5852,500.0,1966.3984553654786
5853,540.0,1966.3984553654786
5854,756.0,1966.3984553654786
5855,500.0,1966.3984553654786
5856,25920.0,1966.3984553654786
5857,1600.0,1966.3984553654786
5858,500.0,1966.3984553654786
5859,6000.0,1966.3984553654786
5860,1080.0,1966.3984553654786
5861,2200.0,1966.3984553654786
5862,2200.0,1966.3984553654786
5863,324.0,1966.3984553654786
5864,86.4,1966.3984553654786
5865,810.0,1966.3984553654786
5866,2000.0,1966.3984553654786
5867,864.0,1966.3984553654786
5868,270.0,1966.3984553654786
5869,2160.0,1966.3984553654786
5870,1500.0,1966.3984553654786
5871,7560.0,1966.3984553654786
5872,3240.0,1966.3984553654786
5873,1000.0,1966.3984553654786
5874,3200.0,1966.3984553654786
5875,1500.0,1966.3984553654786
5876,864.0,1966.3984553654786
5877,1944.0,1966.3984553654786
5878,2700.0,1966.3984553654786
5879,3780.0,1966.3984553654786
5880,8000.0,1966.3984553654786
5881,1620.0,1966.3984553654786
5882,1620.0,1966.3984553654786
5883,1620.0,1966.3984553654786
5884,2700.0,1966.3984553654786
5885,1944.0,1966.3984553654786
5886,14580.0,1966.3984553654786
5887,1404.0,1966.3984553654786
5888,1080.0,1966.3984553654786
5889,1296.0,1966.3984553654786
5890,918.0,1966.3984553654786
5891,1620.0,1966.3984553654786
5892,2000.0,1966.3984553654786
5893,1080.0,1966.3984553654786
5894,2000.0,1966.3984553654786
5895,810.0,1966.3984553654786
5896,1080.0,1966.3984553654786
5897,2700.0,1966.3984553654786
5898,1500.0,1966.3984553654786
5899,216.0,1966.3984553654786
5900,17000.0,1966.3984553654786
5901,324.0,1966.3984553654786
5902,1000.0,1966.3984553654786
5903,1080.0,1966.3984553654786
5904,2500.0,1966.3984553654786
5905,4000.0,1966.3984553654786
5906,7000.0,1966.3984553654786
5907,1000.0,1966.3984553654786
5908,500.0,1966.3984553654786
5909,1000.0,1966.3984553654786
5910,2500.0,1966.3984553654786
5911,5500.0,1966.3984553654786
5912,7500.0,1966.3984553654786
5913,5500.0,1966.3984553654786
5914,850.0,1966.3984553654786
5915,5500.0,1966.3984553654786
5916,3500.0,1966.3984553654786
5917,216.0,1966.3984553654786
5918,3000.0,1966.3984553654786
5919,2000.0,1966.3984553654786
5920,1200.0,1966.3984553654786
5921,2800.0,1966.3984553654786
5922,1800.0,1966.3984553654786
5923,270.0,1966.3984553654786
5924,1500.0,1966.3984553654786
5925,810.0,1966.3984553654786
5926,2484.0,1966.3984553654786
5927,2500.0,1966.3984553654786
5928,1000.0,1966.3984553654786
5929,4500.0,1966.3984553654786
5930,1620.0,1966.3984553654786
5931,2000.0,1966.3984553654786
5932,1500.0,1966.3984553654786
5933,3780.0,1966.3984553654786
5934,2700.0,1966.3984553654786
5935,2700.0,1966.3984553654786
5936,1080.0,1966.3984553654786
5937,4600.0,1966.3984553654786
5938,1080.0,1966.3984553654786
5939,1800.0,1966.3984553654786
5940,1296.0,1966.3984553654786
5941,1080.0,1966.3984553654786
5942,918.0,1966.3984553654786
5943,432.0,1966.3984553654786
5944,864.0,1966.3984553654786
5945,810.0,1966.3984553654786
5946,2500.0,1966.3984553654786
5947,4500.0,1966.3984553654786
5948,500.0,1966.3984553654786
5949,1200.0,1966.3984553654786
5950,500.0,1966.3984553654786
5951,400.0,1966.3984553654786
5952,200.0,1966.3984553654786
5953,540.0,1966.3984553654786
5954,432.0,1966.3984553654786
5955,2160.0,1966.3984553654786
5956,3000.0,1966.3984553654786
5957,2000.0,1966.3984553654786
5958,2000.0,1966.3984553654786
5959,2500.0,1966.3984553654786
5960,10800.0,1966.3984553654786
5961,3024.0,1966.3984553654786
5962,2700.0,1966.3984553654786
5963,2700.0,1966.3984553654786
5964,2000.0,1966.3984553654786
5965,10800.0,1966.3984553654786
5966,1620.0,1966.3984553654786
5967,500.0,1966.3984553654786
5968,11340.0,1966.3984553654786
5969,1000.0,1966.3984553654786
5970,1836.0,1966.3984553654786
5971,2160.0,1966.3984553654786
5972,864.0,1966.3984553654786
5973,5400.0,1966.3984553654786
5974,2376.0,1966.3984553654786
5975,6480.0,1966.3984553654786
5976,1500.0,1966.3984553654786
5977,1500.0,1966.3984553654786
5978,1500.0,1966.3984553654786
5979,1500.0,1966.3984553654786
5980,1500.0,1966.3984553654786
5981,194.4,1966.3984553654786
5982,1296.0,1966.3984553654786
5983,2500.0,1966.3984553654786
5984,432.0,1966.3984553654786
